network_name,date,start_hour,end_hour,shift
gcnet_nasa-e,20150616,10.5,21.5,c
gcnet_nasa-e,20150619,9.5,21.5,c
gcnet_nasa-e,20150623,5.5,15.5,c
gcnet_nasa-e,20150624,4.5,19.5,c
gcnet_nasa-e,20150626,9.5,21.5,c
gcnet_nasa-e,20150629,12.5,23.5,c
gcnet_nasa-e,20150630,8.5,15.5,c
gcnet_nasa-e,20150703,3.5,23.5,c
gcnet_nasa-e,20150705,6.5,23.5,c
gcnet_nasa-e,20150706,7.5,17.5,c
gcnet_nasa-e,20150707,11.5,23.5,c
gcnet_nasa-e,20150708,3.5,17.5,c
gcnet_nasa-e,20150714,3.5,15.5,c
gcnet_nasa-e,20150716,8.5,19.5,c
gcnet_nasa-e,20150719,11.5,19.5,c
gcnet_nasa-e,20150721,7.5,23.5,c
gcnet_nasa-e,20150802,10.5,23.5,c
gcnet_nasa-e,20150806,9.5,23.5,c
gcnet_nasa-e,20150820,11.5,21.5,c
gcnet_nasa-e,20150824,8.5,20.5,c
gcnet_nasa-e,20150825,10.5,20.5,c
gcnet_nasa-e,20150902,8.5,20.5,c
gcnet_nasa-e,20150905,10.5,17.5,c
gcnet_nasa-e,20150911,12.5,19.5,c
gcnet_nasa-e,20150916,12.5,18.5,r1
gcnet_nasa-e,20160418,13.5,20.5,c
gcnet_nasa-e,20160419,10.5,20.5,c
gcnet_nasa-e,20160421,5.5,12.5,r2
gcnet_nasa-e,20160507,7.5,21.5,c
gcnet_nasa-e,20160508,9.5,21.5,c
gcnet_nasa-e,20160512,11.5,19.5,c
gcnet_nasa-e,20160515,8.5,15.5,c
gcnet_nasa-e,20160518,9.5,21.5,c
gcnet_nasa-e,20160519,2.5,13.5,c
gcnet_nasa-e,20160521,3.5,15.5,c
gcnet_nasa-e,20160522,12.5,21.5,c
gcnet_nasa-se,20130314,11.5,18.5,c
gcnet_nasa-se,20130320,10.5,18.5,c
gcnet_nasa-se,20130409,11.5,20.5,c
gcnet_nasa-se,20130411,12.5,20.5,c
gcnet_nasa-se,20130412,10.5,19.5,c
gcnet_nasa-se,20130413,11.5,20.5,c
gcnet_nasa-se,20130414,10.5,20.5,c
gcnet_nasa-se,20130416,8.5,18.5,c
gcnet_nasa-se,20130417,8.5,18.5,c
gcnet_nasa-se,20130423,8.5,21.5,c
gcnet_nasa-se,20130424,8.5,20.5,c
gcnet_nasa-se,20130501,7.5,14.5,c
gcnet_nasa-se,20130513,11.5,19.5,c
gcnet_nasa-se,20130515,6.5,15.5,c
gcnet_nasa-se,20130520,7.5,23.5,c
gcnet_nasa-se,20130521,8.5,21.5,c
gcnet_nasa-se,20130524,12.5,23.5,c
gcnet_nasa-se,20130527,8.5,18.5,c
gcnet_nasa-se,20130528,12.5,23.5,c
gcnet_nasa-se,20130614,8.5,18.5,c
gcnet_nasa-se,20130616,10.5,20.5,c
gcnet_nasa-se,20130701,8.5,19.5,c
gcnet_nasa-se,20130705,12.5,23.5,c
gcnet_nasa-se,20130706,9.5,23.5,c
gcnet_nasa-se,20130707,8.5,23.5,c
gcnet_nasa-se,20130722,11.5,23.5,c
gcnet_nasa-se,20130804,7.5,15.5,c
gcnet_nasa-se,20130807,7.5,15.5,c
gcnet_nasa-se,20130809,13.5,21.5,c
gcnet_nasa-se,20130811,7.5,21.5,c
gcnet_nasa-se,20130818,11.5,20.5,c
gcnet_nasa-se,20130819,10.5,20.5,c
gcnet_nasa-se,20130822,12.5,20.5,c
gcnet_nasa-se,20130823,11.5,18.5,c
gcnet_nasa-se,20130903,11.5,19.5,c
gcnet_nasa-se,20130915,11.5,16.5,c
gcnet_nasa-se,20130927,10.5,18.5,c
gcnet_nasa-se,20130929,13.5,18.5,c
gcnet_nasa-se,20131006,11.5,17.5,c
gcnet_nasa-se,20140317,10.5,18.5,c
gcnet_nasa-se,20140320,12.5,18.5,c
gcnet_nasa-se,20140321,10.5,18.5,c
gcnet_nasa-se,20140409,10.5,20.5,c
gcnet_nasa-se,20140414,10.5,18.5,c
gcnet_nasa-se,20140416,9.5,17.5,c
gcnet_nasa-se,20140419,8.5,18.5,c
gcnet_nasa-se,20140420,8.5,18.5,c
gcnet_nasa-se,20140506,13.5,21.5,c
gcnet_nasa-se,20140510,11.5,21.5,c
gcnet_nasa-se,20140519,15.5,23.5,c
gcnet_nasa-se,20140525,8.5,17.5,c
gcnet_nasa-se,20140527,10.5,23.5,c
gcnet_nasa-se,20140528,14.5,23.5,c
gcnet_nasa-se,20140529,11.5,23.5,c
gcnet_nasa-se,20140530,7.5,14.5,c
gcnet_nasa-se,20140531,14.5,23.5,c
gcnet_nasa-se,20140601,9.5,19.5,c
gcnet_nasa-se,20140604,13.5,23.5,c
gcnet_nasa-se,20140608,9.5,23.5,c
gcnet_nasa-se,20140609,9.5,19.5,c
gcnet_nasa-se,20140610,10.5,19.5,r1
gcnet_nasa-se,20140611,7.5,23.5,c
gcnet_nasa-se,20140613,9.5,23.5,c
gcnet_nasa-se,20140615,9.5,19.5,c
gcnet_nasa-se,20140620,9.5,18.5,c
gcnet_nasa-se,20140621,8.5,23.5,c
gcnet_nasa-se,20140622,12.5,19.5,c
gcnet_nasa-se,20140702,12.5,23.5,c
gcnet_nasa-se,20140703,9.5,23.5,c
gcnet_nasa-se,20140706,14.5,23.5,c
gcnet_nasa-se,20140711,7.5,23.5,c
gcnet_nasa-se,20140712,7.5,23.5,c
gcnet_nasa-se,20140713,9.5,17.5,c
gcnet_nasa-se,20140715,12.5,21.5,c
gcnet_nasa-se,20140720,7.5,19.5,c
gcnet_nasa-se,20140721,13.5,21.5,c
gcnet_nasa-se,20140722,7.5,16.5,r1
gcnet_nasa-se,20140723,10.5,21.5,c
gcnet_nasa-se,20140724,9.5,21.5,c
gcnet_nasa-se,20140725,13.5,21.5,c
gcnet_nasa-se,20140726,16.5,23.5,c
gcnet_nasa-se,20140730,16.5,23.5,c
gcnet_nasa-se,20140803,10.5,23.5,c
gcnet_nasa-se,20140804,8.5,16.5,c
gcnet_nasa-se,20140808,12.5,23.5,c
gcnet_nasa-se,20140811,10.5,20.5,c
gcnet_nasa-se,20140817,8.5,16.5,r2
gcnet_nasa-se,20140822,9.5,16.5,c
gcnet_nasa-se,20140826,11.5,21.5,c
gcnet_nasa-se,20140827,11.5,18.5,c
gcnet_nasa-se,20141005,11.5,18.5,c
gcnet_nasa-se,20150316,14.5,19.5,r1
gcnet_nasa-se,20150327,15.5,20.5,c
gcnet_nasa-se,20150328,10.5,19.5,c
gcnet_nasa-se,20150329,12.5,20.5,c
gcnet_nasa-se,20150401,10.5,16.5,r1
gcnet_nasa-se,20150408,12.5,20.5,c
gcnet_nasa-se,20150410,12.5,18.5,c
gcnet_nasa-se,20150413,13.5,21.5,c
gcnet_nasa-se,20150421,11.5,20.5,c
gcnet_nasa-se,20150422,11.5,21.5,c
gcnet_nasa-se,20150423,11.5,21.5,c
gcnet_nasa-se,20150425,8.5,16.5,r1
gcnet_nasa-se,20150504,11.5,20.5,c
gcnet_nasa-se,20150507,11.5,23.5,c
gcnet_nasa-se,20150508,8.5,19.5,r1
gcnet_nasa-se,20150521,10.5,19.5,c
gcnet_nasa-se,20150526,10.5,20.5,c
gcnet_nasa-se,20150602,12.5,23.5,c
gcnet_nasa-se,20150603,11.5,23.5,r1
gcnet_nasa-se,20150604,11.5,23.5,c
gcnet_nasa-se,20150605,10.5,17.5,c
gcnet_nasa-se,20150609,11.5,23.5,c
gcnet_nasa-se,20150611,11.5,23.5,c
gcnet_nasa-se,20150612,5.5,16.5,r1
gcnet_nasa-se,20150613,13.5,21.5,c
gcnet_nasa-se,20150624,12.5,23.5,c
gcnet_nasa-se,20150626,9.5,23.5,c
gcnet_nasa-se,20150629,9.5,23.5,c
gcnet_nasa-se,20150630,9.5,23.5,c
gcnet_nasa-se,20150701,7.5,23.5,c
gcnet_nasa-se,20150702,7.5,20.5,c
gcnet_nasa-se,20150707,9.5,23.5,c
gcnet_nasa-se,20150708,7.5,23.5,c
gcnet_nasa-se,20150714,11.5,23.5,c
gcnet_nasa-se,20150715,9.5,18.5,c
gcnet_nasa-se,20150716,9.5,16.5,c
gcnet_nasa-se,20150717,7.5,18.5,c
gcnet_nasa-se,20150719,7.5,23.5,c
gcnet_nasa-se,20150720,7.5,17.5,r1
gcnet_nasa-se,20150729,13.5,21.5,c
gcnet_nasa-se,20150730,13.5,21.5,c
gcnet_nasa-se,20150731,13.5,21.5,c
gcnet_nasa-se,20150801,11.5,21.5,c
gcnet_nasa-se,20150803,12.5,21.5,c
gcnet_nasa-se,20150814,11.5,22.5,c
gcnet_nasa-se,20150815,9.5,22.5,c
gcnet_nasa-se,20150816,14.5,21.5,r1
gcnet_nasa-se,20150822,11.5,21.5,c
gcnet_nasa-se,20150825,10.5,18.5,c
gcnet_nasa-se,20150827,11.5,19.5,c
gcnet_nasa-se,20150914,11.5,20.5,c
gcnet_nasa-se,20150915,10.5,17.5,c
gcnet_nasa-se,20150923,11.5,19.5,c
gcnet_nasa-se,20151001,13.5,18.5,r2
gcnet_nasa-se,20160326,15.5,20.5,c
gcnet_nasa-se,20160327,15.5,20.5,c
gcnet_nasa-se,20160328,13.5,20.5,c
gcnet_nasa-se,20160329,14.5,20.5,r1
gcnet_nasa-se,20160420,13.5,21.5,c
gcnet_nasa-se,20160424,11.5,21.5,c
gcnet_nasa-se,20160426,9.5,20.5,c
gcnet_nasa-se,20160427,11.5,19.5,c
gcnet_nasa-se,20160430,15.5,23.5,c
gcnet_nasa-se,20160501,11.5,21.5,c
gcnet_nasa-se,20160502,10.5,23.5,c
gcnet_nasa-se,20160503,11.5,23.5,c
gcnet_nasa-se,20160504,11.5,23.5,c
gcnet_nasa-se,20160505,10.5,23.5,c
gcnet_nasa-se,20160506,14.5,23.5,c
gcnet_nasa-se,20160515,9.5,21.5,c
gcnet_nasa-se,20160517,12.5,21.5,c
gcnet_nasa-se,20160526,12.5,21.5,c
gcnet_nasa-se,20160608,11.5,21.5,c
gcnet_nasa-se,20160613,9.5,21.5,c
gcnet_nasa-se,20160615,12.5,19.5,r1
gcnet_nasa-se,20160620,9.5,21.5,c
gcnet_nasa-se,20160701,7.5,23.5,c
gcnet_nasa-se,20160703,10.5,21.5,c
gcnet_nasa-se,20160704,11.5,20.5,c
gcnet_nasa-se,20160711,7.5,15.5,c
gcnet_nasa-se,20160717,10.5,17.5,c
gcnet_nasa-se,20160720,10.5,21.5,c
gcnet_nasa-se,20160722,8.5,21.5,c
gcnet_nasa-se,20160723,8.5,23.5,c
gcnet_nasa-se,20160724,10.5,17.5,c
gcnet_nasa-se,20160725,11.5,21.5,c
gcnet_nasa-se,20160726,8.5,18.5,r1
gcnet_nasa-se,20160727,8.5,23.5,c
gcnet_nasa-se,20160728,10.5,20.5,c
gcnet_nasa-se,20160729,10.5,23.5,c
gcnet_nasa-se,20160730,11.5,23.5,c
gcnet_nasa-se,20160801,15.5,23.5,c
gcnet_nasa-se,20160802,10.5,23.5,c
gcnet_nasa-se,20160803,10.5,23.5,c
gcnet_nasa-se,20160804,10.5,23.5,c
gcnet_nasa-se,20160805,10.5,23.5,c
gcnet_nasa-se,20160808,13.5,21.5,c
gcnet_nasa-se,20160818,12.5,21.5,c
gcnet_nasa-se,20160822,13.5,21.5,c
gcnet_nasa-se,20160828,9.5,15.5,r1
gcnet_nasa-se,20160831,10.5,20.5,c
gcnet_nasa-se,20160901,10.5,20.5,c
gcnet_nasa-se,20160911,12.5,20.5,c
gcnet_nasa-se,20160917,14.5,19.5,c
gcnet_nasa-se,20160919,10.5,16.5,r1
gcnet_nasa-se,20160920,13.5,19.5,c
gcnet_nasa-se,20160922,11.5,17.5,c
gcnet_nasa-se,20160926,10.5,19.5,c
gcnet_nasa-se,20160927,11.5,19.5,c
gcnet_nasa-se,20170406,12.5,20.5,c
gcnet_nasa-se,20170407,10.5,20.5,c
gcnet_nasa-se,20170408,12.5,20.5,c
gcnet_nasa-se,20170414,10.5,17.5,r1
gcnet_nasa-se,20170420,11.5,20.5,c
gcnet_nasa-se,20170422,12.5,21.5,c
gcnet_nasa-se,20170428,11.5,20.5,c
gcnet_nasa-u,20130322,13.5,18.5,c
gcnet_nasa-u,20130330,10.5,20.5,c
gcnet_nasa-u,20130331,14.5,20.5,c
gcnet_nasa-u,20130405,10.5,20.5,c
gcnet_nasa-u,20130410,12.5,21.5,c
gcnet_nasa-u,20130411,9.5,21.5,c
gcnet_nasa-u,20130412,13.5,21.5,c
gcnet_nasa-u,20130413,12.5,21.5,c
gcnet_nasa-u,20130423,9.5,23.5,c
gcnet_nasa-u,20130424,7.5,15.5,c
gcnet_nasa-u,20130504,8.5,23.5,c
gcnet_nasa-u,20130514,8.5,20.5,c
gcnet_nasa-u,20130518,11.5,23.5,c
gcnet_nasa-u,20130519,7.5,23.5,c
gcnet_nasa-u,20130520,9.5,23.5,c
gcnet_nasa-u,20130522,10.5,23.5,c
gcnet_nasa-u,20130523,6.5,19.5,c
gcnet_nasa-u,20130524,16.5,23.5,c
gcnet_nasa-u,20130525,7.5,15.5,c
gcnet_nasa-u,20130526,6.5,20.5,c
gcnet_nasa-u,20130527,14.5,23.5,c
gcnet_nasa-u,20130528,6.5,23.5,c
gcnet_nasa-u,20130530,8.5,23.5,c
gcnet_nasa-u,20130531,6.5,23.5,c
gcnet_nasa-u,20130601,14.5,21.5,c
gcnet_nasa-u,20130607,6.5,16.5,c
gcnet_nasa-u,20130608,6.5,16.5,c
gcnet_nasa-u,20130609,6.5,17.5,c
gcnet_nasa-u,20130612,6.5,16.5,c
gcnet_nasa-u,20130613,6.5,16.5,c
gcnet_nasa-u,20130615,6.5,16.5,c
gcnet_nasa-u,20130622,6.5,16.5,c
gcnet_nasa-u,20130627,6.5,17.5,c
gcnet_nasa-u,20130703,7.5,16.5,c
gcnet_nasa-u,20130714,6.5,20.5,c
gcnet_nasa-u,20130715,8.5,15.5,c
gcnet_nasa-u,20130716,8.5,23.5,c
gcnet_nasa-u,20130717,6.5,23.5,c
gcnet_nasa-u,20130718,6.5,18.5,c
gcnet_nasa-u,20130722,12.5,23.5,c
gcnet_nasa-u,20130805,13.5,21.5,c
gcnet_nasa-u,20130808,12.5,21.5,c
gcnet_nasa-u,20130809,11.5,21.5,c
gcnet_nasa-u,20130812,9.5,20.5,c
gcnet_nasa-u,20130813,5.5,12.5,c
gcnet_nasa-u,20130819,10.5,21.5,c
gcnet_nasa-u,20130820,10.5,19.5,c
gcnet_nasa-u,20130919,13.5,19.5,c
gcnet_nasa-u,20130920,14.5,19.5,c
gcnet_nasa-u,20130921,13.5,19.5,c
gcnet_nasa-u,20140313,12.5,18.5,c
gcnet_nasa-u,20140315,12.5,19.5,c
gcnet_nasa-u,20140323,14.5,19.5,r1
gcnet_nasa-u,20140327,13.5,19.5,c
gcnet_nasa-u,20140409,13.5,21.5,c
gcnet_nasa-u,20140414,12.5,21.5,c
gcnet_nasa-u,20140416,16.5,23.5,c
gcnet_nasa-u,20140420,13.5,23.5,c
gcnet_nasa-u,20140421,11.5,21.5,c
gcnet_nasa-u,20140425,12.5,21.5,c
gcnet_nasa-u,20140426,5.5,16.5,c
gcnet_nasa-u,20140429,10.5,20.5,c
gcnet_nasa-u,20140502,11.5,19.5,c
gcnet_nasa-u,20140507,8.5,23.5,c
gcnet_nasa-u,20140508,4.5,21.5,c
gcnet_nasa-u,20140510,4.5,17.5,c
gcnet_nasa-u,20140512,7.5,23.5,c
gcnet_nasa-u,20140516,7.5,20.5,c
gcnet_nasa-u,20140518,11.5,23.5,c
gcnet_nasa-u,20140525,6.5,13.5,c
gcnet_nasa-u,20140527,8.5,23.5,c
gcnet_nasa-u,20140528,6.5,19.5,c
gcnet_nasa-u,20140529,13.5,23.5,c
gcnet_nasa-u,20140602,16.5,23.5,c
gcnet_nasa-u,20140603,6.5,18.5,c
gcnet_nasa-u,20140608,8.5,16.5,c
gcnet_nasa-u,20140609,6.5,13.5,c
gcnet_nasa-u,20140616,5.5,12.5,c
gcnet_nasa-u,20140701,6.5,13.5,c
gcnet_nasa-u,20140703,6.5,23.5,c
gcnet_nasa-u,20140708,14.5,23.5,c
gcnet_nasa-u,20140709,8.5,15.5,c
gcnet_nasa-u,20140716,16.5,23.5,c
gcnet_nasa-u,20140801,5.5,23.5,c
gcnet_nasa-u,20140803,4.5,23.5,c
gcnet_nasa-u,20140804,10.5,23.5,c
gcnet_nasa-u,20140807,4.5,23.5,c
gcnet_nasa-u,20140828,8.5,21.5,c
gcnet_nasa-u,20140829,9.5,16.5,c
gcnet_nasa-u,20140904,12.5,20.5,c
gcnet_nasa-u,20150412,14.5,21.5,c
gcnet_nasa-u,20150416,16.5,23.5,c
gcnet_nasa-u,20150418,15.5,23.5,c
gcnet_nasa-u,20150423,9.5,21.5,c
gcnet_nasa-u,20150425,9.5,21.5,c
gcnet_nasa-u,20150427,5.5,21.5,c
gcnet_nasa-u,20150501,8.5,21.5,c
gcnet_nasa-u,20150502,4.5,21.5,c
gcnet_nasa-u,20150521,6.5,17.5,c
gcnet_nasa-u,20150522,6.5,13.5,c
gcnet_nasa-u,20150524,8.5,23.5,c
gcnet_nasa-u,20150526,16.5,23.5,c
gcnet_nasa-u,20150527,6.5,23.5,c
gcnet_nasa-u,20150601,6.5,23.5,c
gcnet_nasa-u,20150602,6.5,23.5,c
gcnet_nasa-u,20150603,6.5,23.5,c
gcnet_nasa-u,20150604,6.5,23.5,c
gcnet_nasa-u,20150605,6.5,16.5,c
gcnet_nasa-u,20150610,6.5,23.5,c
gcnet_nasa-u,20150611,8.5,16.5,c
gcnet_nasa-u,20150612,6.5,23.5,c
gcnet_nasa-u,20150613,7.5,16.5,c
gcnet_nasa-u,20150614,5.5,16.5,c
gcnet_nasa-u,20150627,5.5,12.5,c
gcnet_nasa-u,20150628,6.5,16.5,c
gcnet_nasa-u,20150629,7.5,16.5,c
gcnet_nasa-u,20150630,6.5,16.5,c
gcnet_nasa-u,20150702,8.5,15.5,c
gcnet_nasa-u,20150705,6.5,13.5,c
gcnet_nasa-u,20150710,9.5,20.5,c
gcnet_nasa-u,20150714,14.5,23.5,c
gcnet_nasa-u,20150718,6.5,23.5,c
gcnet_nasa-u,20150719,7.5,15.5,c
gcnet_nasa-u,20150727,8.5,23.5,c
gcnet_nasa-u,20150729,5.5,23.5,c
gcnet_nasa-u,20150730,4.5,23.5,c
gcnet_nasa-u,20150731,4.5,23.5,c
gcnet_nasa-u,20150801,7.5,23.5,c
gcnet_nasa-u,20150804,14.5,23.5,c
gcnet_nasa-u,20150805,9.5,18.5,c
gcnet_nasa-u,20150814,10.5,21.5,c
gcnet_nasa-u,20150815,7.5,21.5,c
gcnet_nasa-u,20150816,5.5,20.5,c
gcnet_nasa-u,20150819,8.5,16.5,c
gcnet_nasa-u,20150822,10.5,23.5,c
gcnet_nasa-u,20150824,12.5,19.5,c
gcnet_nasa-u,20160328,10.5,20.5,c
gcnet_nasa-u,20160405,10.5,20.5,c
gcnet_nasa-u,20160406,9.5,19.5,c
gcnet_nasa-u,20160417,10.5,23.5,c
gcnet_nasa-u,20160427,7.5,21.5,c
gcnet_nasa-u,20160428,7.5,21.5,c
gcnet_nasa-u,20160429,12.5,21.5,c
gcnet_nasa-u,20160502,14.5,21.5,c
gcnet_nasa-u,20160503,4.5,21.5,c
gcnet_nasa-u,20160504,11.5,21.5,c
gcnet_nasa-u,20160510,14.5,23.5,c
gcnet_nasa-u,20160515,11.5,23.5,c
gcnet_nasa-u,20160516,16.5,23.5,c
gcnet_nasa-u,20160523,15.5,23.5,c
gcnet_nasa-u,20160527,15.5,23.5,c
gcnet_nasa-u,20160529,6.5,16.5,c
gcnet_nasa-u,20160531,12.5,23.5,c
gcnet_nasa-u,20160605,6.5,23.5,c
gcnet_nasa-u,20160606,6.5,16.5,c
gcnet_nasa-u,20160616,6.5,16.5,c
gcnet_nasa-u,20160621,5.5,13.5,c
gcnet_nasa-u,20160701,8.5,15.5,c
gcnet_nasa-u,20160702,6.5,16.5,c
gcnet_nasa-u,20160704,6.5,20.5,c
gcnet_nasa-u,20160705,10.5,19.5,c
gcnet_nasa-u,20160710,16.5,23.5,c
gcnet_nasa-u,20160711,8.5,23.5,c
gcnet_nasa-u,20160713,6.5,23.5,c
gcnet_nasa-u,20160724,5.5,23.5,c
gcnet_nasa-u,20160725,4.5,21.5,c
gcnet_nasa-u,20160730,4.5,23.5,c
gcnet_nasa-u,20160731,7.5,23.5,c
gcnet_nasa-u,20160801,4.5,23.5,c
gcnet_nasa-u,20160802,4.5,20.5,c
gcnet_nasa-u,20160810,14.5,21.5,c
gcnet_nasa-u,20160811,8.5,21.5,c
gcnet_nasa-u,20160822,8.5,23.5,c
gcnet_nasa-u,20160827,8.5,20.5,c
gcnet_nasa-u,20160902,13.5,21.5,c
gcnet_nasa-u,20160909,12.5,20.5,c
gcnet_nasa-u,20160912,12.5,20.5,c
gcnet_nasa-u,20160920,13.5,19.5,c
gcnet_nasa-u,20170412,9.5,19.5,c
gcnet_nasa-u,20170415,12.5,20.5,c
gcnet_nasa-u,20170429,11.5,20.5,c
gcnet_nasa-u,20170512,8.5,23.5,c
gcnet_nasa-u,20170513,4.5,21.5,c
gcnet_nasa-u,20170522,6.5,23.5,c
gcnet_nasa-u,20170523,12.5,21.5,c
gcnet_nasa-u,20170526,10.5,21.5,c
gcnet_nasa-u,20170531,12.5,23.5,c
gcnet_nasa-u,20170604,8.5,23.5,c
gcnet_nasa-u,20170606,11.5,23.5,c
gcnet_nasa-u,20170607,6.5,16.5,c
gcnet_neem,20130516,14.5,21.5,c
gcnet_neem,20130518,7.5,15.5,c
gcnet_neem,20130519,6.5,21.5,c
gcnet_neem,20130520,6.5,19.5,c
gcnet_neem,20130521,6.5,13.5,c
gcnet_neem,20130522,6.5,21.5,c
gcnet_neem,20130523,6.5,21.5,c
gcnet_neem,20130525,9.5,21.5,c
gcnet_neem,20130526,6.5,16.5,c
gcnet_neem,20130527,13.5,21.5,c
gcnet_neem,20130528,6.5,21.5,c
gcnet_neem,20130529,9.5,17.5,c
gcnet_neem,20130531,7.5,21.5,c
gcnet_neem,20130601,6.5,18.5,c
gcnet_neem,20130602,6.5,15.5,c
gcnet_neem,20130612,11.5,21.5,c
gcnet_neem,20130613,6.5,17.5,c
gcnet_neem,20130622,12.5,21.5,c
gcnet_neem,20130623,12.5,19.5,c
gcnet_neem,20130630,6.5,13.5,c
gcnet_neem,20130715,6.5,13.5,c
gcnet_neem,20130716,6.5,19.5,c
gcnet_neem,20130718,6.5,21.5,c
gcnet_neem,20130723,6.5,21.5,c
gcnet_neem,20130814,10.5,23.5,c
gcnet_neem,20130819,10.5,21.5,c
gcnet_neem,20130820,10.5,18.5,c
gcnet_neem,20130831,10.5,20.5,c
gcnet_neem,20130913,11.5,20.5,c
gcnet_neem,20140523,6.5,13.5,c
gcnet_neem,20140524,6.5,21.5,c
gcnet_neem,20140525,6.5,21.5,c
gcnet_neem,20140526,6.5,19.5,c
gcnet_neem,20140527,11.5,21.5,c
gcnet_neem,20140602,12.5,21.5,c
gcnet_neem,20140603,6.5,21.5,c
gcnet_neem,20140604,8.5,16.5,c
gcnet_neem,20140613,6.5,21.5,c
gcnet_neem,20140614,6.5,21.5,c
gcnet_neem,20140630,6.5,21.5,c
gcnet_neem,20140701,6.5,14.5,c
gcnet_neem,20140703,13.5,21.5,c
gcnet_neem,20140704,6.5,20.5,c
gcnet_neem,20140708,6.5,21.5,c
gcnet_neem,20140709,6.5,19.5,c
gcnet_neem,20140715,11.5,19.5,c
gcnet_neem,20140731,11.5,23.5,c
gcnet_neem,20140804,7.5,15.5,c
gcnet_neem,20140805,6.5,18.5,c
gcnet_neem,20140807,9.5,23.5,c
gcnet_neem,20140808,3.5,19.5,c
gcnet_neem,20140826,8.5,18.5,c
gcnet_neem,20140830,16.5,23.5,c
gcnet_neem,20150503,5.5,23.5,c
gcnet_neem,20150504,11.5,23.5,c
gcnet_neem,20150505,7.5,16.5,c
gcnet_neem,20150514,10.5,17.5,c
gcnet_neem,20150516,13.5,21.5,c
gcnet_neem,20150518,10.5,21.5,c
gcnet_neem,20150519,12.5,21.5,c
gcnet_neem,20150520,6.5,19.5,c
gcnet_neem,20150522,6.5,21.5,c
gcnet_neem,20150524,10.5,21.5,c
gcnet_neem,20150527,6.5,21.5,c
gcnet_neem,20150528,6.5,21.5,c
gcnet_neem,20150529,6.5,21.5,c
gcnet_neem,20150530,10.5,17.5,c
gcnet_neem,20150601,6.5,21.5,c
gcnet_neem,20150602,6.5,20.5,c
gcnet_neem,20150603,6.5,21.5,c
gcnet_neem,20150604,6.5,21.5,c
gcnet_neem,20150605,6.5,21.5,c
gcnet_neem,20150607,12.5,20.5,c
gcnet_neem,20150610,8.5,17.5,c
gcnet_neem,20150612,11.5,21.5,c
gcnet_neem,20150614,11.5,21.5,c
gcnet_neem,20150615,9.5,21.5,c
gcnet_neem,20150616,6.5,21.5,c
gcnet_neem,20150619,13.5,21.5,c
gcnet_neem,20150710,6.5,21.5,c
gcnet_neem,20150711,6.5,13.5,c
gcnet_neem,20150714,10.5,18.5,c
gcnet_neem,20150716,14.5,21.5,c
gcnet_neem,20150726,6.5,21.5,c
gcnet_neem,20150731,6.5,23.5,c
gcnet_neem,20150801,6.5,23.5,c
gcnet_neem,20150802,7.5,14.5,c
gcnet_neem,20150810,12.5,23.5,c
gcnet_neem,20150812,8.5,16.5,c
gcnet_neem,20150813,8.5,23.5,c
gcnet_neem,20150815,3.5,23.5,c
gcnet_neem,20150816,3.5,23.5,c
gcnet_neem,20150820,16.5,23.5,c
gcnet_neem,20150822,13.5,21.5,c
gcnet_neem,20150905,10.5,17.5,c
gcnet_neem,20150922,13.5,18.5,c
gcnet_neem,20160428,4.5,23.5,c
gcnet_neem,20160429,3.5,23.5,c
gcnet_neem,20160501,7.5,16.5,c
gcnet_neem,20160502,14.5,21.5,c
gcnet_neem,20160503,8.5,23.5,c
gcnet_neem,20160504,4.5,12.5,c
gcnet_neem,20160507,12.5,23.5,c
gcnet_neem,20160515,12.5,21.5,c
gcnet_neem,20160516,6.5,19.5,c
gcnet_neem,20160517,10.5,21.5,c
gcnet_neem,20160524,7.5,14.5,c
gcnet_peterman-ela,20130404,10.5,21.5,c
gcnet_peterman-ela,20130418,4.5,18.5,c
gcnet_peterman-ela,20130420,4.5,23.5,c
gcnet_peterman-ela,20130422,5.5,16.5,c
gcnet_peterman-ela,20130424,4.5,23.5,c
gcnet_peterman-ela,20130428,3.5,23.5,c
gcnet_peterman-ela,20130429,6.5,23.5,c
gcnet_peterman-ela,20130504,8.5,23.5,c
gcnet_peterman-ela,20130505,5.5,23.5,c
gcnet_peterman-ela,20130508,6.5,23.5,c
gcnet_peterman-ela,20130509,6.5,23.5,c
gcnet_peterman-ela,20130511,7.5,18.5,c
gcnet_peterman-ela,20130513,6.5,16.5,c
gcnet_peterman-ela,20130515,6.5,23.5,c
gcnet_peterman-ela,20130516,6.5,23.5,c
gcnet_peterman-ela,20130518,7.5,17.5,c
gcnet_peterman-ela,20130522,16.5,23.5,c
gcnet_peterman-ela,20140521,6.5,19.5,c
gcnet_peterman-ela,20140523,7.5,23.5,c
gcnet_peterman-ela,20140524,13.5,23.5,c
gcnet_peterman-ela,20140525,7.5,23.5,c
gcnet_peterman-ela,20140526,7.5,21.5,c
gcnet_peterman-ela,20140602,14.5,21.5,c
gcnet_peterman-ela,20140603,7.5,14.5,c
gcnet_peterman-ela,20140604,7.5,19.5,c
gcnet_peterman-ela,20140605,16.5,23.5,c
gcnet_peterman-ela,20140614,7.5,18.5,c
gcnet_peterman-ela,20140627,7.5,15.5,c
gcnet_peterman-ela,20140630,7.5,18.5,c
gcnet_peterman-ela,20140702,7.5,15.5,l1
