network_name,date,start_hour,end_hour,shift
promice_kanm,20130324,12.5,19.5,c
promice_kanm,20130328,12.5,20.5,c
promice_kanm,20130401,12.5,19.5,c
promice_kanm,20130403,12.5,20.5,c
promice_kanm,20130404,12.5,21.5,c
promice_kanm,20130405,11.5,20.5,c
promice_kanm,20130413,11.5,21.5,c
promice_kanm,20130414,10.5,21.5,c
promice_kanm,20130423,15.5,23.5,c
promice_kanm,20130424,13.5,23.5,c
promice_kanm,20130430,8.5,23.5,c
promice_kanm,20130504,15.5,23.5,c
promice_kanm,20130512,15.5,23.5,c
promice_kanm,20130513,11.5,19.5,c
promice_kanm,20130521,12.5,23.5,c
promice_kanm,20130522,9.5,16.5,c
promice_kanm,20130527,9.5,23.5,c
promice_kanm,20130601,8.5,19.5,c
promice_kanm,20130605,16.5,23.5,c
promice_kanm,20130609,7.5,16.5,c
promice_kanm,20130610,8.5,23.5,c
promice_kanm,20130613,16.5,23.5,c
promice_kanm,20130616,14.5,23.5,c
promice_kanm,20130619,8.5,15.5,r2
promice_kanm,20130630,16.5,23.5,c
promice_kanm,20130701,8.5,23.5,c
promice_kanm,20130702,8.5,23.5,c
promice_kanm,20130703,8.5,18.5,c
promice_kanm,20130704,13.5,23.5,c
promice_kanm,20130707,10.5,17.5,c
promice_kanm,20130711,14.5,23.5,c
promice_kanm,20130714,9.5,16.5,c
promice_kanm,20130721,16.5,23.5,c
promice_kanm,20130722,9.5,23.5,c
promice_kanm,20130802,15.5,23.5,c
promice_kanm,20130808,8.5,23.5,c
promice_kanm,20130809,8.5,15.5,c
promice_kanm,20130811,8.5,23.5,c
promice_kanm,20130819,12.5,21.5,c
promice_kanm,20130820,10.5,21.5,c
promice_kanm,20140409,10.5,18.5,c
promice_kanm,20140414,10.5,18.5,c
promice_kanm,20140804,10.5,23.5,c
promice_kanm,20140805,10.5,21.5,c
promice_kanm,20140806,12.5,23.5,c
promice_kanm,20140807,10.5,18.5,c
promice_kanm,20140808,10.5,18.5,c
promice_kanm,20140826,10.5,19.5,c
promice_kanm,20140927,12.5,19.5,c
promice_kanm,20150315,13.5,19.5,c
promice_kanm,20150316,12.5,19.5,c
promice_kanm,20150317,12.5,19.5,c
promice_kanm,20150329,12.5,20.5,c
promice_kanm,20150330,13.5,20.5,c
promice_kanm,20150401,11.5,20.5,c
promice_kanm,20150422,11.5,21.5,c
promice_kanm,20150423,12.5,21.5,c
promice_kanm,20150425,12.5,19.5,c
promice_kanm,20150502,14.5,23.5,c
promice_kanm,20150507,11.5,20.5,c
promice_kanm,20150515,10.5,17.5,c
promice_kanm,20150521,15.5,23.5,c
promice_kanm,20150524,6.5,21.5,c
promice_kanm,20150528,13.5,20.5,c
promice_kanm,20150603,11.5,23.5,c
promice_kanm,20150604,5.5,23.5,c
promice_kanm,20150611,8.5,23.5,c
promice_kanm,20150612,5.5,18.5,c
promice_kanm,20150613,11.5,23.5,c
promice_kanm,20150614,8.5,23.5,c
promice_kanm,20150617,5.5,16.5,c
promice_kanm,20150619,16.5,23.5,c
promice_kanm,20150621,10.5,21.5,c
promice_kanm,20150625,5.5,23.5,c
promice_kanm,20150626,13.5,23.5,c
promice_kanm,20150627,5.5,14.5,c
promice_kanm,20150629,14.5,23.5,c
promice_kanm,20150702,5.5,23.5,c
promice_kanm,20150703,5.5,18.5,c
promice_kanm,20150705,10.5,17.5,c
promice_kanm,20150706,14.5,23.5,c
promice_kanm,20150707,5.5,19.5,c
promice_kanm,20150708,5.5,23.5,c
promice_kanm,20150709,9.5,23.5,c
promice_kanm,20150714,13.5,23.5,c
promice_kanm,20150715,14.5,23.5,c
promice_kanm,20150716,8.5,16.5,c
promice_kanm,20150717,6.5,13.5,c
promice_kanm,20150718,11.5,23.5,c
promice_kanm,20150719,5.5,16.5,r1
promice_kanm,20150720,5.5,13.5,r1
promice_kanm,20150730,9.5,23.5,c
promice_kanm,20150731,6.5,21.5,c
promice_kanm,20150803,6.5,20.5,c
promice_kanm,20150824,12.5,21.5,c
promice_kanm,20150826,9.5,17.5,r1
promice_kanm,20150913,11.5,17.5,c
promice_kanm,20150925,13.5,19.5,c
promice_kanm,20160424,15.5,23.5,c
promice_kanm,20160426,9.5,23.5,c
promice_kanm,20160427,12.5,19.5,c
promice_kanm,20160428,11.5,23.5,c
promice_kanm,20160429,7.5,23.5,c
promice_kanm,20160515,13.5,23.5,c
promice_kanm,20160516,6.5,18.5,c
promice_kanm,20160523,12.5,23.5,c
promice_kanm,20160528,13.5,23.5,c
promice_kanm,20160529,4.5,23.5,c
promice_kanm,20160612,7.5,15.5,c
promice_kanm,20160701,16.5,23.5,r1
promice_kanm,20160705,10.5,23.5,c
promice_kanm,20160707,15.5,23.5,c
promice_kanm,20160710,8.5,18.5,r1
promice_kanm,20160711,6.5,17.5,r1
promice_kanm,20160712,11.5,19.5,c
promice_kanm,20160714,8.5,15.5,r1
promice_kanm,20160716,6.5,13.5,r1
promice_kanm,20160721,5.5,16.5,c
promice_kanm,20160722,5.5,23.5,c
promice_kanm,20160723,6.5,23.5,c
promice_kanm,20160724,6.5,23.5,c
promice_kanm,20160725,6.5,23.5,c
promice_kanm,20160726,6.5,13.5,c
promice_kanm,20160727,6.5,23.5,c
promice_kanm,20160729,6.5,13.5,c
promice_kanm,20160731,6.5,23.5,c
promice_kanm,20160803,8.5,21.5,c
promice_kanm,20160804,8.5,23.5,c
promice_kanm,20160805,8.5,20.5,c
promice_kanm,20160808,9.5,23.5,c
promice_kanm,20160814,12.5,21.5,c
promice_kanm,20160816,9.5,20.5,c
promice_kanm,20160817,12.5,21.5,c
promice_kanm,20160818,9.5,20.5,c
promice_kanm,20160819,10.5,17.5,c
promice_kanm,20160820,9.5,19.5,c
promice_kanm,20160821,10.5,21.5,c
promice_kanm,20160830,10.5,20.5,c
promice_kanm,20160912,11.5,19.5,c
promice_kanm,20160921,11.5,19.5,c
promice_kanm,20160926,12.5,18.5,c
promice_kanm,20161002,12.5,18.5,c
promice_kanm,20170414,14.5,20.5,c
promice_kanm,20170430,13.5,21.5,c
promice_kanm,20170506,11.5,21.5,c
promice_kanm,20170513,13.5,23.5,c
promice_kanm,20170514,6.5,23.5,c
promice_kanm,20170515,6.5,18.5,c
promice_kanm,20170516,6.5,16.5,c
promice_kanm,20170527,5.5,23.5,c
promice_kanm,20170531,5.5,23.5,c
promice_kanm,20170601,15.5,23.5,c
promice_kanm,20170602,5.5,23.5,c
promice_kanm,20170603,4.5,15.5,c
promice_kanm,20170605,8.5,23.5,c
promice_kanm,20170607,6.5,23.5,c
promice_kanm,20170608,13.5,23.5,c
promice_kanm,20170612,13.5,23.5,c
promice_kanm,20170614,10.5,23.5,c
promice_kanm,20170615,4.5,23.5,c
promice_kanm,20170625,11.5,23.5,c
promice_kanm,20170626,4.5,21.5,c
promice_kanm,20170627,4.5,18.5,c
promice_kanm,20170628,16.5,23.5,c
promice_kanm,20170705,9.5,23.5,c
promice_kanm,20170710,5.5,23.5,c
promice_kanm,20170711,5.5,23.5,c
promice_kanm,20170712,5.5,23.5,c
promice_kanm,20170720,16.5,23.5,c
promice_kanm,20170722,9.5,23.5,c
promice_kanm,20170727,16.5,23.5,c
promice_kanm,20170728,6.5,23.5,c
promice_kanm,20170729,7.5,23.5,c
promice_kanm,20170730,6.5,23.5,c
promice_kanm,20170731,6.5,23.5,c
promice_kanm,20170801,8.5,23.5,c
promice_kanm,20170804,6.5,23.5,c
promice_kanm,20170806,7.5,20.5,c
promice_kanm,20170808,7.5,23.5,c
promice_kanm,20170809,8.5,21.5,c
promice_kanm,20170812,7.5,23.5,c
promice_kanm,20170815,7.5,15.5,c
promice_kanm,20170816,8.5,21.5,c
promice_kanm,20170828,8.5,15.5,c
promice_kanm,20170905,9.5,18.5,c
promice_kanu,20130320,13.5,19.5,c
promice_kanu,20130321,11.5,19.5,c
promice_kanu,20130322,13.5,18.5,c
promice_kanu,20130328,14.5,19.5,c
promice_kanu,20130329,11.5,20.5,c
promice_kanu,20130402,11.5,18.5,c
promice_kanu,20130403,10.5,20.5,c
promice_kanu,20130404,10.5,19.5,c
promice_kanu,20130405,10.5,20.5,c
promice_kanu,20130413,10.5,20.5,c
promice_kanu,20130414,10.5,21.5,c
promice_kanu,20130424,12.5,21.5,c
promice_kanu,20130430,9.5,20.5,c
promice_kanu,20130513,13.5,20.5,c
promice_kanu,20130520,13.5,23.5,c
promice_kanu,20130521,5.5,15.5,c
promice_kanu,20130527,12.5,23.5,c
promice_kanu,20130528,5.5,16.5,c
promice_kanu,20130601,5.5,23.5,c
promice_kanu,20130609,14.5,23.5,c
promice_kanu,20130610,8.5,23.5,c
promice_kanu,20130613,15.5,23.5,c
promice_kanu,20130614,8.5,23.5,c
promice_kanu,20130616,5.5,16.5,c
promice_kanu,20130701,11.5,23.5,c
promice_kanu,20130702,12.5,23.5,c
promice_kanu,20130703,5.5,23.5,c
promice_kanu,20130704,13.5,23.5,c
promice_kanu,20130706,14.5,23.5,c
promice_kanu,20130707,11.5,21.5,c
promice_kanu,20130714,5.5,23.5,c
promice_kanu,20130717,5.5,18.5,c
promice_kanu,20130722,5.5,23.5,c
promice_kanu,20130723,5.5,12.5,c
promice_kanu,20130802,14.5,23.5,c
promice_kanu,20130807,10.5,23.5,c
promice_kanu,20130808,8.5,15.5,c
promice_kanu,20130809,9.5,19.5,c
promice_kanu,20130811,7.5,21.5,c
promice_kanu,20130819,14.5,21.5,c
promice_kanu,20130820,11.5,20.5,c
promice_kanu,20130823,9.5,18.5,c
promice_kanu,20130920,10.5,18.5,c
promice_kanu,20130921,10.5,19.5,c
promice_kanu,20140317,11.5,19.5,c
promice_kanu,20140318,10.5,19.5,c
promice_kanu,20140320,11.5,17.5,c
promice_kanu,20140404,10.5,19.5,c
promice_kanu,20140408,10.5,20.5,c
promice_kanu,20140409,10.5,18.5,c
promice_kanu,20140414,13.5,19.5,c
promice_kanu,20140425,9.5,21.5,c
promice_kanu,20140505,13.5,21.5,c
promice_kanu,20140507,10.5,18.5,c
promice_kanu,20140509,8.5,18.5,c
promice_kanu,20140511,6.5,13.5,c
promice_kanu,20140512,13.5,23.5,c
promice_kanu,20140513,8.5,23.5,c
promice_kanu,20140531,4.5,23.5,c
promice_kanu,20140601,4.5,23.5,c
promice_kanu,20140608,15.5,23.5,c
promice_kanu,20140610,8.5,15.5,c
promice_kanu,20140611,5.5,23.5,c
promice_kanu,20140612,5.5,16.5,c
promice_kanu,20140613,14.5,23.5,c
promice_kanu,20140614,5.5,15.5,c
promice_kanu,20140615,13.5,23.5,c
promice_kanu,20140620,0.5,23.5,c
promice_kanu,20140622,11.5,23.5,c
promice_kanu,20140703,0.5,21.5,c
promice_kanu,20140707,4.5,15.5,c
promice_kanu,20140711,11.5,19.5,c
promice_kanu,20140712,5.5,23.5,c
promice_kanu,20140714,15.5,23.5,c
promice_kanu,20140722,11.5,21.5,c
promice_kanu,20140723,10.5,23.5,c
promice_kanu,20140724,12.5,23.5,c
promice_kanu,20140725,8.5,19.5,c
promice_kanu,20140804,8.5,23.5,c
promice_kanu,20140805,7.5,15.5,c
promice_kanu,20140806,9.5,20.5,c
promice_kanu,20140808,11.5,19.5,c
promice_kanu,20140831,10.5,20.5,c
promice_kanu,20141007,11.5,18.5,c
promice_kanu,20150316,14.5,19.5,c
promice_kanu,20150317,12.5,19.5,c
promice_kanu,20150401,10.5,19.5,c
promice_kanu,20150422,13.5,20.5,c
promice_kanu,20150502,10.5,21.5,c
promice_kanu,20150507,13.5,23.5,c
promice_kanu,20150515,16.5,23.5,c
promice_kanu,20150521,13.5,23.5,c
promice_kanu,20150526,13.5,23.5,c
promice_kanu,20150528,12.5,20.5,c
promice_kanu,20150603,12.5,23.5,c
promice_kanu,20150604,13.5,23.5,c
promice_kanu,20150610,11.5,23.5,c
promice_kanu,20150611,11.5,23.5,c
promice_kanu,20150612,4.5,20.5,c
promice_kanu,20150613,11.5,20.5,c
promice_kanu,20150624,4.5,15.5,c
promice_kanu,20150625,4.5,23.5,c
promice_kanu,20150626,11.5,23.5,c
promice_kanu,20150627,4.5,11.5,c
promice_kanu,20150629,4.5,13.5,c
promice_kanu,20150630,4.5,21.5,c
promice_kanu,20150701,12.5,23.5,c
promice_kanu,20150702,4.5,23.5,c
promice_kanu,20150703,4.5,18.5,c
promice_kanu,20150704,8.5,15.5,l1
promice_kanu,20150707,10.5,17.5,l1
promice_kanu,20150708,5.5,23.5,c
promice_kanu,20150709,5.5,13.5,c
promice_kanu,20150710,5.5,12.5,c
promice_kanu,20150714,8.5,18.5,c
promice_kanu,20150715,7.5,23.5,c
promice_kanu,20150716,5.5,14.5,c
promice_kanu,20150717,5.5,19.5,c
promice_kanu,20150718,5.5,19.5,c
promice_kanu,20150720,7.5,14.5,c
promice_kanu,20150730,7.5,19.5,c
promice_kanu,20150731,7.5,21.5,c
promice_kanu,20150801,7.5,18.5,c
promice_kanu,20150803,8.5,19.5,c
promice_kanu,20150815,8.5,19.5,c
promice_kanu,20150824,8.5,19.5,c
promice_kanu,20150826,9.5,19.5,c
promice_kanu,20150908,9.5,18.5,c
promice_kanu,20150919,13.5,19.5,l1
promice_kanu,20150928,12.5,17.5,c
promice_kanu,20160324,12.5,18.5,l2
promice_kanu,20160325,12.5,18.5,l1
promice_kanu,20160427,14.5,21.5,c
promice_kanu,20160428,9.5,21.5,c
promice_kanu,20160429,9.5,21.5,c
promice_kanu,20160430,14.5,21.5,c
promice_kanu,20160505,11.5,21.5,c
promice_kanu,20160506,8.5,20.5,c
promice_kanu,20160528,12.5,23.5,c
promice_kanu,20160529,5.5,23.5,c
promice_kanu,20160530,8.5,17.5,c
promice_kanu,20160612,5.5,23.5,c
promice_kanu,20160628,5.5,13.5,c
promice_kanu,20160711,5.5,15.5,c
promice_kanu,20160716,5.5,23.5,c
promice_kanu,20160717,7.5,14.5,c
promice_kanu,20160722,7.5,23.5,c
promice_kanu,20160723,7.5,23.5,c
promice_kanu,20160724,7.5,23.5,c
promice_kanu,20160725,7.5,23.5,c
promice_kanu,20160726,7.5,23.5,c
promice_kanu,20160727,8.5,23.5,c
promice_kanu,20160729,9.5,17.5,c
promice_kanu,20160731,8.5,23.5,c
promice_kanu,20160804,8.5,23.5,c
promice_kanu,20160805,8.5,19.5,c
promice_kanu,20160808,10.5,21.5,c
promice_kanu,20160814,8.5,21.5,c
promice_kanu,20160818,9.5,20.5,c
promice_kanu,20160820,9.5,16.5,c
promice_kanu,20160821,9.5,20.5,c
promice_kanu,20160822,11.5,20.5,c
promice_kanu,20160830,10.5,20.5,c
promice_kanu,20160921,10.5,18.5,c
promice_kanu,20160926,11.5,18.5,c
promice_kanu,20161002,10.5,16.5,c
promice_kanu,20170304,11.5,18.5,c
promice_kanu,20170305,12.5,18.5,c
promice_kanu,20170310,11.5,18.5,c
promice_kanu,20170317,14.5,19.5,c
promice_kanu,20170324,14.5,19.5,c
promice_kanu,20170430,10.5,17.5,c
promice_kanu,20170502,7.5,15.5,c
promice_kanu,20170513,11.5,20.5,c
promice_kanu,20170514,7.5,21.5,c
promice_kanu,20170515,7.5,17.5,c
promice_kanu,20170516,12.5,21.5,c
promice_kanu,20170527,5.5,23.5,c
promice_kanu,20170531,7.5,23.5,c
promice_kanu,20170601,5.5,20.5,c
promice_kanu,20170602,5.5,23.5,c
promice_kanu,20170603,5.5,19.5,c
promice_kanu,20170607,12.5,20.5,c
promice_kanu,20170610,4.5,15.5,c
promice_kanu,20170612,4.5,14.5,c
promice_kanu,20170614,9.5,23.5,c
promice_kanu,20170615,4.5,23.5,c
promice_kanu,20170620,12.5,23.5,c
promice_kanu,20170624,6.5,15.5,c
promice_kanu,20170625,6.5,23.5,c
promice_kanu,20170626,4.5,23.5,c
promice_kanu,20170627,6.5,23.5,c
promice_kanu,20170710,11.5,19.5,c
promice_kanu,20170711,11.5,23.5,c
promice_kanu,20170713,5.5,12.5,c
promice_kanu,20170715,16.5,23.5,c
promice_kanu,20170721,5.5,16.5,c
promice_kanu,20170722,10.5,19.5,c
promice_kanu,20170727,14.5,21.5,c
promice_kanu,20170728,7.5,14.5,c
promice_kanu,20170730,11.5,21.5,c
promice_kanu,20170731,7.5,20.5,c
promice_kanu,20170801,7.5,20.5,c
promice_kanu,20170804,12.5,20.5,c
promice_kanu,20170806,8.5,21.5,c
promice_kanu,20170808,14.5,21.5,l1
promice_kanu,20170809,9.5,16.5,c
promice_kanu,20170811,14.5,21.5,l1
promice_kanu,20170812,8.5,17.5,c
promice_kanu,20170813,13.5,21.5,l1
promice_kanu,20170815,8.5,20.5,c
promice_kanu,20170816,8.5,19.5,c
promice_kanu,20170906,10.5,16.5,c
promice_kpcl,20130326,8.5,16.5,c
promice_kpcl,20130329,10.5,16.5,l2
promice_kpcl,20130405,8.5,17.5,l1
promice_kpcl,20130406,11.5,19.5,l3
promice_kpcl,20130418,11.5,21.5,l1
promice_kpcl,20130423,10.5,18.5,c
promice_kpcl,20130424,0.5,10.5,c
promice_kpcl,20130425,0.5,18.5,c
promice_kpcl,20130426,2.5,14.5,l1
promice_kpcl,20130427,3.5,10.5,c
promice_kpcl,20130502,3.5,11.5,l1
promice_kpcl,20130505,3.5,10.5,c
promice_kpcl,20130506,11.5,21.5,l1
promice_kpcl,20130507,3.5,11.5,l1
promice_kpcl,20130508,11.5,19.5,l1
promice_kpcl,20130510,3.5,21.5,l1
promice_kpcl,20130511,3.5,19.5,l1
promice_kpcl,20130513,3.5,10.5,l1
promice_kpcl,20130518,12.5,19.5,c
promice_kpcl,20130521,10.5,17.5,c
promice_kpcl,20130522,8.5,17.5,l2
promice_kpcl,20130529,12.5,23.5,c
promice_kpcl,20130530,4.5,13.5,l1
promice_kpcl,20130604,4.5,11.5,c
promice_kpcl,20130606,14.5,23.5,c
promice_kpcl,20130610,4.5,17.5,c
promice_kpcl,20130619,8.5,16.5,c
promice_kpcl,20130622,10.5,23.5,c
promice_kpcl,20130623,4.5,21.5,c
promice_kpcl,20130624,6.5,16.5,c
promice_kpcl,20130625,11.5,19.5,l1
promice_kpcl,20130627,10.5,23.5,c
promice_kpcl,20130629,4.5,23.5,c
promice_kpcl,20130702,3.5,23.5,c
promice_kpcl,20130708,15.5,23.5,c
promice_kpcl,20130711,5.5,17.5,c
promice_kpcl,20130716,15.5,23.5,c
promice_kpcl,20130725,4.5,12.5,c
promice_kpcl,20130726,4.5,14.5,c
promice_kpcl,20130728,4.5,13.5,c
promice_kpcl,20130729,6.5,20.5,c
promice_kpcl,20130730,16.5,23.5,c
promice_kpcl,20130731,4.5,23.5,c
promice_kpcl,20130801,4.5,11.5,l1
promice_kpcl,20130805,15.5,23.5,c
promice_kpcl,20130806,4.5,15.5,c
promice_kpcl,20130820,4.5,15.5,c
promice_kpcl,20130821,4.5,13.5,c
promice_kpcl,20130906,5.5,16.5,c
promice_kpcl,20140401,8.5,15.5,c
promice_kpcl,20140402,6.5,13.5,c
promice_kpcl,20140404,6.5,15.5,c
promice_kpcl,20140405,6.5,16.5,c
promice_kpcl,20140410,8.5,17.5,c
promice_kpcl,20140411,5.5,15.5,l1
promice_kpcl,20140413,3.5,17.5,c
promice_kpcl,20140415,2.5,16.5,c
promice_kpcl,20140417,0.5,15.5,c
promice_kpcl,20140418,2.5,23.5,c
promice_kpcl,20140421,5.5,15.5,c
promice_kpcl,20140422,4.5,14.5,c
promice_kpcl,20140423,4.5,12.5,c
promice_kpcl,20140424,14.5,21.5,l1
promice_kpcl,20140426,4.5,12.5,c
promice_kpcl,20140427,3.5,13.5,l1
promice_kpcl,20140428,5.5,12.5,c
promice_kpcl,20140429,9.5,21.5,l1
promice_kpcl,20140430,4.5,13.5,l1
promice_kpcl,20140505,4.5,11.5,l1
promice_kpcl,20140507,4.5,16.5,c
promice_kpcl,20140509,4.5,23.5,c
promice_kpcl,20140513,13.5,21.5,c
promice_kpcl,20140517,15.5,23.5,c
promice_kpcl,20140518,15.5,23.5,c
promice_kpcl,20140519,14.5,23.5,c
promice_kpcl,20140522,0.5,23.5,c
promice_kpcl,20140531,7.5,18.5,c
promice_kpcl,20140601,10.5,23.5,c
promice_kpcl,20140605,7.5,14.5,c
promice_kpcl,20140609,7.5,23.5,c
promice_kpcl,20140610,0.5,10.5,l1
promice_kpcl,20140611,0.5,7.5,c
promice_kpcl,20140612,8.5,23.5,c
promice_kpcl,20140621,0.5,18.5,c
promice_kpcl,20140624,8.5,23.5,c
promice_kpcl,20140625,0.5,10.5,c
promice_kpcl,20140627,10.5,23.5,c
promice_kpcl,20140628,7.5,19.5,c
promice_kpcl,20140704,13.5,23.5,c
promice_kpcl,20140707,3.5,12.5,c
promice_kpcl,20140720,11.5,18.5,l2
promice_kpcl,20140721,10.5,18.5,l1
promice_kpcl,20140802,5.5,18.5,c
promice_kpcl,20140803,8.5,19.5,c
promice_kpcl,20140804,14.5,23.5,c
promice_kpcl,20140805,4.5,23.5,c
promice_kpcl,20140812,8.5,17.5,c
promice_kpcl,20140817,0.5,23.5,c
promice_kpcl,20140818,9.5,23.5,c
promice_kpcl,20140819,0.5,23.5,c
promice_kpcl,20140822,10.5,21.5,c
promice_kpcl,20140829,13.5,21.5,l1
promice_kpcl,20140830,3.5,17.5,c
promice_kpcl,20140831,4.5,17.5,c
promice_kpcl,20140907,7.5,16.5,c
promice_kpcl,20140908,6.5,13.5,c
promice_kpcl,20140909,6.5,16.5,c
promice_kpcl,20140910,11.5,18.5,l2
promice_kpcl,20150417,5.5,18.5,c
promice_kpcl,20150419,0.5,23.5,c
promice_kpcl,20150420,0.5,12.5,c
promice_kpcl,20150421,3.5,12.5,c
promice_kpcl,20150425,13.5,23.5,c
promice_kpcl,20150426,3.5,16.5,c
promice_kpcl,20150428,3.5,11.5,l1
promice_kpcl,20150430,2.5,9.5,l1
promice_kpcl,20150501,8.5,15.5,c
promice_kpcl,20150504,14.5,21.5,l1
promice_kpcl,20150508,3.5,23.5,c
promice_kpcl,20150509,2.5,20.5,c
promice_kpcl,20150512,14.5,21.5,l1
promice_kpcl,20150513,15.5,23.5,c
promice_kpcl,20150516,6.5,14.5,c
promice_kpcl,20150521,11.5,23.5,c
promice_kpcl,20150522,4.5,23.5,c
promice_kpcl,20150524,4.5,23.5,c
promice_kpcl,20150525,8.5,23.5,c
promice_kpcl,20150526,3.5,12.5,c
promice_kpcl,20150527,14.5,23.5,c
promice_kpcl,20150528,3.5,23.5,c
promice_kpcl,20150531,4.5,19.5,c
promice_kpcl,20150601,11.5,21.5,l1
promice_kpcl,20150605,6.5,23.5,c
promice_kpcl,20150606,6.5,23.5,c
promice_kpcl,20150607,4.5,19.5,c
promice_kpcl,20150612,16.5,23.5,c
promice_kpcl,20150613,12.5,23.5,c
promice_kpcl,20150617,10.5,23.5,c
promice_kpcl,20150618,5.5,18.5,c
promice_kpcl,20150620,7.5,21.5,c
promice_kpcl,20150621,13.5,23.5,c
promice_kpcl,20150622,4.5,14.5,c
promice_kpcl,20150623,15.5,23.5,c
promice_kpcl,20150626,8.5,19.5,c
promice_kpcl,20150627,2.5,23.5,c
promice_kpcl,20150629,8.5,23.5,c
promice_kpcl,20150705,8.5,15.5,c
promice_kpcl,20150706,0.5,14.5,c
promice_kpcl,20150710,6.5,23.5,c
promice_kpcl,20150713,2.5,12.5,c
promice_kpcl,20150715,16.5,23.5,c
promice_kpcl,20150716,13.5,23.5,c
promice_kpcl,20150718,16.5,23.5,c
promice_kpcl,20150719,7.5,14.5,c
promice_kpcl,20150720,6.5,13.5,l1
promice_kpcl,20150731,7.5,23.5,c
promice_kpcl,20150804,15.5,23.5,c
promice_kpcl,20150805,6.5,23.5,c
promice_kpcl,20150806,3.5,23.5,c
promice_kpcl,20150807,3.5,19.5,c
promice_kpcl,20150811,12.5,19.5,l3
promice_kpcl,20150813,3.5,23.5,c
promice_kpcl,20150815,14.5,23.5,c
promice_kpcl,20150820,9.5,23.5,c
promice_kpcl,20150822,8.5,18.5,c
promice_kpcl,20160417,2.5,15.5,c
promice_kpcl,20160419,11.5,23.5,c
promice_kpcl,20160423,16.5,23.5,c
promice_kpcl,20160424,2.5,10.5,c
promice_kpcl,20160425,3.5,23.5,c
promice_kpcl,20160429,3.5,10.5,c
promice_kpcl,20160501,2.5,23.5,c
promice_kpcl,20160509,15.5,23.5,c
promice_kpcl,20160511,11.5,19.5,c
promice_kpcl,20160512,2.5,13.5,c
promice_kpcl,20160515,15.5,23.5,c
promice_kpcl,20160516,2.5,12.5,c
promice_kpcl,20160518,13.5,23.5,c
promice_kpcl,20160529,16.5,23.5,c
promice_kpcl,20160530,0.5,8.5,c
promice_kpcl,20160603,0.5,23.5,c
promice_kpcl,20160605,14.5,21.5,c
promice_kpcl,20160608,12.5,23.5,c
promice_kpcl,20160609,0.5,9.5,l1
promice_kpcl,20160612,0.5,23.5,c
promice_kpcl,20160613,0.5,23.5,c
promice_kpcl,20160614,0.5,10.5,c
promice_kpcl,20160615,15.5,23.5,c
promice_kpcl,20160618,5.5,23.5,c
promice_kpcl,20160619,0.5,8.5,c
promice_kpcl,20160621,11.5,23.5,c
promice_kpcl,20160622,16.5,23.5,c
promice_kpcl,20160623,0.5,20.5,c
promice_kpcl,20160624,0.5,9.5,l1
promice_kpcl,20160626,11.5,23.5,c
promice_kpcl,20160627,3.5,20.5,c
promice_kpcl,20160628,0.5,23.5,c
promice_kpcl,20160702,0.5,11.5,c
promice_kpcl,20160703,5.5,19.5,c
promice_kpcl,20160709,3.5,23.5,c
promice_kpcl,20160710,0.5,23.5,c
promice_kpcl,20160711,0.5,18.5,c
promice_kpcl,20160714,6.5,21.5,c
promice_kpcl,20160715,0.5,15.5,c
promice_kpcl,20160716,13.5,21.5,c
promice_kpcl,20160719,8.5,21.5,c
promice_kpcl,20160720,0.5,20.5,c
promice_kpcl,20160722,0.5,10.5,c
promice_kpcl,20160724,0.5,20.5,c
promice_kpcl,20160725,0.5,20.5,c
promice_kpcl,20160801,0.5,21.5,c
promice_kpcl,20160802,0.5,20.5,c
promice_kpcl,20160815,9.5,20.5,c
promice_kpcl,20160816,3.5,20.5,c
promice_kpcl,20160819,0.5,16.5,c
promice_kpcl,20160820,6.5,15.5,c
promice_kpcl,20160822,13.5,20.5,c
promice_kpcl,20160903,12.5,21.5,c
promice_kpcl,20160905,11.5,20.5,c
promice_kpcl,20170413,4.5,21.5,c
promice_kpcl,20170414,3.5,20.5,c
promice_kpcl,20170415,9.5,20.5,c
promice_kpcl,20170417,11.5,21.5,c
promice_kpcl,20170425,0.5,15.5,c
promice_kpcl,20170429,7.5,16.5,c
promice_kpcl,20170501,12.5,20.5,c
promice_kpcl,20170502,11.5,20.5,c
promice_kpcl,20170503,9.5,17.5,c
promice_kpcl,20170507,0.5,9.5,c
promice_kpcl,20170510,0.5,21.5,c
promice_kpcl,20170511,0.5,23.5,c
promice_kpcl,20170512,0.5,13.5,c
promice_kpcl,20170513,6.5,21.5,c
promice_kpcl,20170515,0.5,16.5,c
promice_kpcl,20170517,0.5,7.5,c
promice_kpcl,20170524,0.5,7.5,c
promice_kpcl,20170525,6.5,16.5,c
promice_kpcl,20170526,15.5,23.5,c
promice_kpcl,20170529,15.5,23.5,c
promice_kpcl,20170531,14.5,23.5,c
promice_kpcl,20170601,12.5,19.5,c
promice_kpcl,20170602,16.5,23.5,c
promice_kpcl,20170604,14.5,23.5,c
promice_kpcl,20170605,6.5,23.5,c
promice_kpcl,20170606,0.5,23.5,c
promice_kpcl,20170607,14.5,21.5,c
promice_kpcl,20170615,13.5,20.5,c
promice_kpcl,20170617,6.5,20.5,c
promice_kpcl,20170618,0.5,23.5,c
promice_kpcl,20170619,8.5,23.5,c
promice_kpcl,20170623,6.5,16.5,c
promice_kpcl,20170628,8.5,15.5,c
promice_kpcl,20170701,11.5,21.5,c
